word,hiragana,meaning,romaji,score,used,day
～です,～です,～입니다,desu,100,false
～ます,～ます,～합니다,masu,100,false
～ません,～ません,～하지 않습니다,masen,100,false,
～ました,～ました,～했습니다,mashita,100,false,
～ませんでした,～ませんでした,～하지 않았습니다,masen_deshita,100,false,
～は,～は,～은/는,wa,100,false,
～が,～が,～이/가,ga,60,false,
～を,～を,～을/를,wo,100,false,
～に,～に,～에/～에게,ni,60,false,
～で,～で,～에서/～로,de,60,false,
～へ,～へ,～로/～에,e,100,false,
～と,～と,～와/과,to,70,false,
～も,～も,～도,mo,60,false,
～から,～から,～부터/～이니까,kara,60,false,
～まで,～まで,～까지,made,60,false,
～の,～の,～의/～것,no,60,false,
～か,～か,～입니까?,ka,60,false,
～ね,～ね,～네요/～지요,ne,100,false,
～よ,～よ,～요,yo,100,false,
～てください,～てください,～해 주세요,te_kudasai,60,false,
～てもいいです,～てもいいです,～해도 됩니다,temo_ii_desu,100,false,
～てはいけません,～てはいけません,～해서는 안 됩니다,tewa_ikemasen,100,false,
～たいです,～たいです,～하고 싶습니다,tai_desu,100,false,
～が好きです,～がすきです,～을 좋아합니다,ga_suki_desu,100,false,
～が嫌いです,～がきらいです,～을 싫어합니다,ga_kirai_desu,100,false,
～があります,～があります,～이/가 있습니다,ga_arimasu,100,false,
～がいます,～がいます,～이/가 있습니다,ga_imasu,100,false,
～にあります,～にあります,～에 있습니다,ni_arimasu,100,false,
～にいます,～にいます,～에 있습니다,ni_imasu,100,false,
～じゃありません,～じゃありません,～이/가 아닙니다,ja_arimasen,100,false,
～ではありません,～ではありません,～이/가 아닙니다,dewa_arimasen,100,false,
～でした,～でした,～이었습니다,deshita,100,false,
～じゃありませんでした,～じゃありませんでした,～이/가 아니었습니다,ja_arimasen_deshita,100,false,
～くないです,～くないです,～하지 않습니다,kunai_desu,100,false,
～くありません,～くありません,～하지 않습니다,ku_arimasen,100,false,
～かったです,～かったです,～했습니다/～했습니다,katta_desu,100,false,
～くなかったです,～くなかったです,～하지 않았습니다,kunakatta_desu,100,false,
～な人,～なひと,～한 사람,na_hito,100,false,
～なもの,～なもの,～한 것,na_mono,100,false,
～い人,～いひと,～한 사람,i_hito,100,false,
～いもの,～いもの,～한 것,i_mono,100,false,
～くて,～くて,～하고/～해서,kute,100,false,
～で,～で,～이고/～해서,de_copula,60,false,
～て,～て,～하고/～해서,te,100,false,
～ないでください,～ないでください,～하지 말아 주세요,naide_kudasai,60,false,
～ましょう,～ましょう,～합시다,mashou,60,false,
～ましょうか,～ましょうか,～할까요?,mashouka,100,false,
～ませんか,～ませんか,～하지 않겠습니까?,masen_ka,60,false,
～たい,～たい,～하고 싶다,tai,60,false,
～たくない,～たくない,～하고 싶지 않다,takunai,100,false,
～に行く,～にいく,～하러 가다,ni_iku,100,false,
～に来る,～にくる,～하러 오다,ni_kuru,100,false,
～ませんでしたか,～ませんでしたか,～하지 않았습니까?,masen_deshita_ka,100,false,
～から～まで,～から～まで,～부터 ～까지,kara_made,100,false,
