word,hiragana,meaning,romaji,score,used,day
～ように,～ように,～하도록/～처럼,you_ni,60,false,
～ために,～ために,～하기 위해서,tame_ni,60,false,
～のに,～のに,～인데도,noni,60,false,
～ばかり,～ばかり,～뿐/～만,bakari,70,false,
～ところ,～ところ,～하는 중/～한 참,tokoro,60,false,
～はずです,～はずです,～할/일 것이다,hazu_desu,100,false
～わけです,～わけです,～인 셈이다,wake_desu,100,false
～わけではない,～わけではない,～라는 것은 아니다,wake_dewa_nai,60,false,
～わけがない,～わけがない,～할 리가 없다,wake_ga_nai,60,false,
～ようだ,～ようだ,～인 것 같다,you_da,60,false,
～みたいだ,～みたいだ,～같다,mitai_da,100,false,
～らしい,～らしい,～답다/～인 것 같다,rashii,60,false,
～そうだ,～そうだ,～라고 한다/～인 것 같다,sou_da,60,false,
～べきだ,～べきだ,～해야 한다,beki_da,100,false,
～ことにする,～ことにする,～하기로 하다,koto_ni_suru,60,false,
～ことになる,～ことになる,～하게 되다,koto_ni_naru,60,false,
～によると,～によると,～에 따르면,ni_yoru_to,100,false,
～として,～として,～로서,toshite,60,false,
～に対して,～にたいして,～에 대해서/～에 반해,ni_taishite,60,false,
～について,～について,～에 대해서,ni_tsuite,60,false,
～ように,～ように,～하도록,youni,60,false,
～ようになる,～ようになる,～하게 되다,youninaru,60,false,
～ようにする,～ようにする,～하도록 하다,younisuru,60,false,
～ことになる,～ことになる,～하게 되다,kotoninaru,60,false,
～ことにする,～ことにする,～하기로 하다,kotonisuru,60,false,
～ことがある,～ことがある,～한 적이 있다,kotogaaru,60,false,
～ことはない,～ことはない,～할 필요는 없다,kotowanai,60,false,
～ために,～ために,～하기 위해,tameni,60,false,
～ため,～ため,～때문에,tame,100,false,
～ばかりいる,～ばかりいる,～만 하고 있다,bakariiru,100,false,
～たばかり,～たばかり,～한 지 얼마 안 되다,tabakari,60,false,
～ところだ,～ところだ,～하려는 참이다,tokoroda,100,false,
～ているところだ,～ているところだ,～하는 중이다,teirutokoroda,100,false,
～たところだ,～たところだ,～한 참이다,tatokoroda,100,false,
～てしまう,～てしまう,～해 버리다,teshimau,60,false,
～ておく,～ておく,～해 두다,teoku,60,false,
～てみる,～てみる,～해 보다,temiru,60,false,
～ていく,～ていく,～해 가다,teiku,60,false,
～てくる,～てくる,～해 오다,tekuru,60,false,
～そうだ(전문),～そうだ,～라고 한다,souda,100,false,
～ようだ,～ようだ,～인 것 같다,youda,60,false,
～みたいだ,～みたいだ,～같다,mitaida,100,false,
～かもしれない,～かもしれない,～일지도 모른다,kamoshirenai,60,false,
～に違いない,～にちがいない,～임에 틀림없다,nichigainai,60,false,
～はずだ,～はずだ,～일 것이다,hazuda,60,false,
～はずがない,～はずがない,～일 리가 없다,hazuganai,60,false,
～わけだ,～わけだ,～인 것이다,wakeda,60,false,
～わけではない,～わけではない,～인 것은 아니다,wakedewanai,60,false,
～という,～という,～라고 하는,toiu,70,false,
～といっても,～といっても,～라고 해도,toittemo,60,false,
～によると,～によると,～에 따르면,niyoruto,100,false,
～によれば,～によれば,～에 따르면,niyoreba,100,false,
～に対して,～にたいして,～에 대해서,nitaishite,60,false,
～について,～について,～에 대해,nitsuite,60,false,
～につれて,～につれて,～함에 따라,nitsurete,60,false,
～たびに,～たびに,～할 때마다,tabini,60,false,
～間,～あいだ,～동안,aida,100,false,
～間に,～あいだに,～하는 사이에,aidani,100,false,
～うちに,～うちに,～하는 동안에,uchini,60,false,
～ながら,～ながら,～하면서,nagara,60,false,
～し,～し,～하고,shi,60,false,
～たり～たり,～たり～たり,～하거나 ～하거나,taritari,100,false,
～ても,～ても,～해도,temo,60,false,
～ば,～ば,～하면,ba,60,false,
～なら,～なら,～라면,nara,60,false,
～てもらう,～てもらう,～받다,temorau,60,false,
～おかげで,～おかげで,～덕분에,okagede,60,false,
～せいで,～せいで,～때문에,seide,60,false,
～ため(に),～ために,～때문에,tameni_reason,100,false,
～によって,～によって,～에 의해,niyotte,100,false,
～による,～による,～에 의한,niyoru,100,false,
～によっては,～によっては,～에 따라서는,niyottewa,100,false,
～に対する,～にたいする,～에 대한,nitaisuru,100,false,
～に関する,～にかんする,～에 관한,nikansuru,100,false,
～に比べて,～にくらべて,～와 비교해서,nikurabete,60,false,
～に加えて,～にくわえて,～에 더하여,nikuwaete,60,false,
～に代わって,～にかわって,～을 대신해서,nikawatte,100,false,
～にとって,～にとって,～에게 있어서,nitotte,60,false,
～において,～において,～에서,nioite,100,false,
～に応じて,～におうじて,～에 따라,nioujite,60,false,
～に限る,～にかぎる,～이 최고다,nikagiru,60,false,
～に決まっている,～にきまっている,～임에 틀림없다,nikimatteiru,60,false,
～にすぎない,～にすぎない,～에 불과하다,nisuginai,100,false,
～にほかならない,～にほかならない,～에 다름 아니다,nihokanarani,60,false,
～わけがない,～わけがない,～일 리가 없다,wakeganai,60,false,
～というわけではない,～というわけではない,～라는 것은 아니다,toiuwakedewanai,60,false,
～とは限らない,～とはかぎらない,～라고는 할 수 없다,towakagiranai,60,false,
～ないことはない,～ないことはない,～않는 것은 아니다,naikotowanai,60,false,
～ないわけではない,～ないわけではない,～않는 것은 아니다,naiwakedewanai,100,false,
～ようとする,～ようとする,～하려고 하다,youtosuru,60,false,
～ようものなら,～ようものなら,～라도 한다면,youmononara,100,false,
～たとたん,～たとたん,～하자마자,tatotan,60,false,
～次第,～しだい,～하는 대로,shidai,60,false,
～最中に,～さいちゅうに,～도중에,saichuuni,60,false,
～っぱなし,～っぱなし,～한 채로,ppanashi,60,false,
～気味,～ぎみ,～한 경향이 있다,gimi,60,false,
～がち,～がち,～하기 쉽다,gachi,60,false,
～向け,～むけ,～용,muke,60,false,
～向き,～むき,～에 적합함,muki,60,false,
～っぽい,～っぽい,～같다,ppoi,60,false,
～がする,～がする,～한 느낌이 들다,gasuru,60,false,
～ことだから,～ことだから,～이니까,kotodakara,60,false,
～ものだから,～ものだから,～이므로,monodakara,60,false,
～ものだ,～ものだ,～하는 법이다,monoda,60,false,
～ことだ,～ことだ,～하는 것이 좋다,kotoda,60,false,
～ことになると,～ことになると,～하게 되면,kotoninaruto,100,false,
